age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,technician,married,secondary,no,1786,yes,no,cellular,14,jan,53,2,-1,0,unknown,no
42,admin.,single,secondary,no,1983,yes,yes,cellular,24,mar,1,3,-1,0,unknown,no
39,self-employed,married,secondary,no,-858,yes,no,cellular,10,jan,169,3,-1,0,unknown,no
31,technician,married,secondary,no,654,yes,no,cellular,16,jul,7,2,-1,0,unknown,no
41,retired,single,secondary,no,-1208,yes,no,cellular,10,jul,6,3,567,1,failure,no
49,admin.,single,secondary,no,268,yes,no,unknown,10,nov,874,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,3469,no,no,unknown,16,nov,356,3,590,6,unknown,no
41,unknown,married,secondary,no,1445,yes,no,cellular,10,nov,289,1,-1,1,failure,no
43,services,married,secondary,no,4611,yes,yes,unknown,23,jan,463,4,-1,0,unknown,no
33,services,married,secondary,no,845,yes,no,cellular,4,jan,22,3,-1,0,unknown,no
34,services,single,secondary,no,-1260,yes,no,unknown,20,mar,403,8,-1,0,unknown,no
43,blue-collar,married,secondary,no,181,yes,no,cellular,25,jun,335,1,-1,0,unknown,no
28,admin.,divorced,tertiary,no,311,yes,no,cellular,19,nov,249,5,-1,0,failure,no
44,management,single,secondary,no,128,no,no,cellular,22,feb,186,5,-1,1,unknown,no
31,management,single,primary,no,1754,yes,no,cellular,12,oct,177,3,-1,1,other,no
52,technician,married,secondary,no,1808,yes,yes,telephone,31,may,635,2,-1,0,unknown,no
66,blue-collar,married,secondary,no,2325,yes,no,cellular,13,apr,420,2,-1,0,failure,no
31,blue-collar,married,tertiary,no,2146,no,no,cellular,9,dec,373,1,-1,0,unknown,yes
46,admin.,married,secondary,no,4359,yes,no,cellular,18,dec,32,5,-1,0,unknown,no
33,management,divorced,primary,no,370,yes,no,unknown,8,mar,418,4,-1,0,success,no
52,blue-collar,married,secondary,no,170,yes,no,unknown,31,aug,74,1,-1,0,unknown,no
27,blue-collar,divorced,tertiary,no,3397,no,no,cellular,21,jan,205,1,-1,1,failure,yes
46,blue-collar,married,tertiary,yes,399,no,no,cellular,20,jan,260,2,-1,2,failure,no
31,blue-collar,single,secondary,yes,2277,yes,no,cellular,1,mar,51,1,-1,1,unknown,no
38,blue-collar,divorced,tertiary,no,4349,yes,no,telephone,20,may,10,2,-1,1,unknown,yes
29,retired,divorced,secondary,no,-718,yes,no,cellular,30,may,90,6,-1,0,failure,no
50,management,married,secondary,no,996,no,no,cellular,13,nov,646,8,-1,0,failure,no
31,admin.,married,secondary,no,-380,no,no,unknown,9,jan,327,2,560,0,unknown,no
47,management,married,primary,no,1346,no,yes,cellular,9,jun,769,1,-1,1,unknown,no
37,technician,single,primary,no,239,no,no,cellular,3,jul,191,2,-1,0,unknown,no
39,admin.,married,secondary,no,17,yes,no,cellular,22,apr,110,5,-1,3,unknown,no
42,unknown,married,secondary,no,-3368,yes,no,unknown,21,dec,140,6,-1,0,unknown,no
32,blue-collar,single,secondary,no,-486,yes,no,cellular,18,aug,163,3,335,0,unknown,no
43,admin.,married,tertiary,no,-283,yes,no,unknown,10,jun,118,2,-1,1,unknown,no
57,blue-collar,married,secondary,no,2238,no,no,cellular,3,jan,115,2,626,0,unknown,no
32,admin.,married,tertiary,no,1236,yes,no,cellular,10,aug,405,2,-1,0,other,no
53,retired,married,secondary,no,643,yes,no,telephone,11,oct,177,4,-1,0,unknown,no
57,blue-collar,married,primary,no,1098,no,no,cellular,2,oct,298,7,-1,0,unknown,no
32,technician,married,tertiary,no,216,yes,no,cellular,15,jan,7,1,629,0,unknown,no
24,technician,divorced,tertiary,no,2996,no,no,cellular,12,apr,633,4,-1,0,unknown,no
44,management,married,secondary,no,433,no,no,telephone,8,mar,32,1,-1,0,other,no
34,retired,single,secondary,no,-1441,no,yes,cellular,2,jul,36,2,-1,0,unknown,yes
61,self-employed,divorced,primary,no,1738,yes,no,unknown,26,dec,59,1,118,0,unknown,no
41,blue-collar,single,tertiary,no,192,no,no,unknown,13,feb,129,4,-1,0,unknown,no
32,blue-collar,married,primary,no,10,no,no,telephone,11,sep,48,3,-1,1,failure,no
28,housemaid,married,secondary,no,1255,yes,no,cellular,13,oct,356,1,-1,0,unknown,no
52,admin.,married,secondary,no,792,yes,no,cellular,25,jun,431,2,-1,0,unknown,no
34,blue-collar,single,tertiary,yes,-6772,yes,no,cellular,3,aug,0,4,-1,1,unknown,no
41,retired,married,secondary,no,1330,yes,yes,cellular,12,aug,205,2,-1,1,unknown,no
51,retired,married,secondary,no,3430,yes,no,cellular,25,may,682,3,-1,1,unknown,yes
35,blue-collar,married,primary,no,955,yes,no,cellular,19,aug,217,1,-1,0,unknown,no
40,admin.,married,tertiary,no,1444,no,no,telephone,28,apr,60,1,-1,0,other,no
40,admin.,married,secondary,no,1110,no,no,telephone,31,feb,1,2,-1,1,failure,no
48,admin.,married,primary,no,481,yes,yes,unknown,14,aug,23,2,-1,0,unknown,no
47,management,married,secondary,no,453,no,no,telephone,31,jan,197,1,-1,0,unknown,yes
38,management,married,primary,no,2841,yes,no,telephone,10,feb,278,2,-1,0,unknown,no
41,blue-collar,single,secondary,no,1679,yes,no,unknown,10,feb,177,1,-1,0,unknown,no
36,blue-collar,married,tertiary,no,-1709,no,no,unknown,10,dec,385,1,29,0,success,yes
24,management,married,secondary,no,-1336,yes,no,cellular,19,jan,28,3,-1,0,unknown,no
43,admin.,single,secondary,no,649,no,no,cellular,3,oct,109,2,-1,0,failure,no
61,blue-collar,married,tertiary,no,1044,no,yes,cellular,8,jul,175,1,-1,1,unknown,no
31,management,married,tertiary,no,637,yes,no,unknown,24,nov,65,2,-1,0,failure,no
32,admin.,married,secondary,no,449,yes,no,unknown,11,sep,783,1,402,0,unknown,no
31,technician,married,secondary,no,1370,yes,no,cellular,30,aug,108,2,-1,4,unknown,no
48,services,married,tertiary,no,-203,yes,no,cellular,5,oct,155,3,282,0,unknown,no
45,management,married,secondary,no,793,yes,no,cellular,26,mar,108,2,708,0,unknown,no
39,blue-collar,married,secondary,no,4289,no,no,cellular,17,jul,232,1,-1,0,unknown,no
30,blue-collar,single,tertiary,no,5288,yes,no,unknown,12,feb,50,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,1281,no,no,unknown,22,may,43,1,-1,0,unknown,no
23,blue-collar,divorced,secondary,no,-2682,no,no,unknown,19,jan,379,1,451,0,unknown,no
42,management,single,tertiary,no,302,yes,no,unknown,15,aug,347,1,-1,0,failure,no
50,blue-collar,married,secondary,no,-3027,yes,no,cellular,18,may,9,1,274,1,unknown,no
27,technician,married,secondary,no,867,no,no,cellular,18,oct,55,2,-1,0,other,no
24,unknown,married,secondary,no,1508,yes,yes,cellular,19,may,551,2,-1,0,failure,no
58,services,divorced,secondary,no,82,no,no,unknown,26,aug,301,2,-1,0,unknown,no
34,technician,married,tertiary,no,683,no,no,unknown,20,dec,40,3,521,1,unknown,no
53,blue-collar,single,tertiary,no,529,yes,no,cellular,9,nov,353,1,-1,0,unknown,no
39,services,married,secondary,no,-535,yes,no,cellular,20,aug,107,1,-1,0,unknown,yes
39,admin.,married,secondary,no,221,no,no,cellular,6,sep,658,1,-1,0,unknown,yes
45,unknown,married,primary,no,-1693,yes,no,cellular,15,may,65,1,668,0,unknown,no
31,services,married,tertiary,no,-1247,yes,no,cellular,12,sep,46,3,-1,0,unknown,no
42,blue-collar,single,secondary,no,-1245,yes,no,unknown,2,jun,71,2,-1,1,failure,no
36,technician,single,unknown,no,420,yes,yes,unknown,18,jul,175,1,-1,1,unknown,no
26,admin.,single,secondary,no,325,no,no,unknown,5,mar,4,1,262,0,unknown,no
44,housemaid,married,tertiary,no,-892,yes,no,cellular,14,feb,118,1,-1,0,unknown,no
38,technician,married,tertiary,no,473,no,no,cellular,24,jul,758,2,199,0,failure,no
39,blue-collar,single,secondary,no,67,yes,no,unknown,27,jun,175,2,-1,0,unknown,no
27,services,married,secondary,no,-2222,no,no,cellular,14,jan,1070,3,652,0,unknown,no
58,entrepreneur,married,unknown,no,402,no,yes,cellular,31,jan,32,7,-1,3,success,no
50,management,divorced,secondary,no,-8000,yes,no,cellular,4,jan,531,3,-1,1,unknown,no
51,technician,married,unknown,no,1463,yes,no,cellular,6,nov,700,12,-1,0,unknown,yes
37,unemployed,single,tertiary,no,2765,no,no,cellular,1,aug,108,1,-1,0,unknown,no
21,blue-collar,single,tertiary,no,1122,no,no,cellular,8,sep,123,1,-1,0,unknown,no
62,blue-collar,married,primary,no,3809,no,no,cellular,27,aug,179,2,-1,1,unknown,no
40,management,divorced,primary,no,294,no,no,cellular,15,nov,378,1,695,3,unknown,no
32,self-employed,married,tertiary,no,504,no,no,unknown,7,jul,106,3,30,0,unknown,no
45,management,divorced,secondary,no,288,no,no,cellular,24,dec,397,1,696,1,failure,no
53,technician,married,secondary,no,2600,yes,yes,cellular,21,may,261,3,-1,0,other,no
40,technician,married,tertiary,no,306,yes,no,cellular,7,oct,268,1,-1,1,unknown,no
55,management,married,primary,no,1362,yes,no,telephone,12,may,313,8,-1,0,unknown,no
52,admin.,married,tertiary,no,1509,yes,yes,cellular,7,apr,27,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,2947,no,yes,cellular,9,may,6,4,-1,0,other,no
33,management,married,primary,no,296,yes,no,unknown,1,jul,261,9,-1,0,unknown,no
51,unknown,single,secondary,no,2053,yes,no,cellular,8,apr,68,1,-1,0,unknown,no
18,retired,married,tertiary,no,268,no,no,cellular,18,jun,150,3,-1,0,unknown,no
39,retired,divorced,primary,no,10100,no,no,cellular,4,feb,147,1,-1,0,unknown,no
25,student,married,tertiary,no,3176,yes,no,telephone,15,sep,3,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,-294,no,no,unknown,18,dec,158,1,-1,2,unknown,no
37,blue-collar,married,primary,no,1937,no,no,cellular,25,mar,42,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4141,yes,no,unknown,16,jun,15,3,-1,0,unknown,no
34,unknown,married,secondary,yes,146,yes,no,cellular,5,mar,274,1,-1,2,unknown,no
28,technician,married,secondary,no,1708,no,no,cellular,14,nov,241,1,-1,2,unknown,yes
66,services,single,secondary,no,3456,yes,no,cellular,14,nov,297,3,-1,0,unknown,no
61,management,divorced,secondary,no,-1534,no,no,telephone,16,dec,61,1,-1,2,other,no
28,retired,married,primary,no,1284,yes,no,cellular,20,aug,38,2,-1,0,unknown,no
58,blue-collar,single,secondary,no,-56,yes,yes,cellular,18,may,228,1,-1,0,unknown,no
36,services,married,secondary,no,1061,yes,yes,cellular,5,sep,902,3,-1,0,unknown,no
42,management,married,secondary,yes,3642,no,no,unknown,7,jun,1008,3,-1,0,unknown,no
40,blue-collar,single,secondary,no,3234,no,no,cellular,12,nov,364,1,-1,3,other,no
33,blue-collar,married,tertiary,no,776,no,no,unknown,24,oct,260,1,-1,0,unknown,no
51,self-employed,married,tertiary,no,925,yes,no,unknown,12,jul,25,1,-1,0,unknown,yes
42,services,married,tertiary,no,-647,no,no,unknown,31,nov,216,1,-1,0,failure,no
35,admin.,divorced,secondary,no,-3169,yes,no,unknown,14,nov,699,1,-1,5,unknown,yes
26,technician,single,secondary,no,571,no,no,unknown,6,nov,400,1,-1,0,unknown,no
31,technician,married,primary,no,-778,yes,no,unknown,31,dec,65,1,-1,0,unknown,no
22,student,divorced,primary,no,-703,yes,no,telephone,25,sep,33,2,-1,3,success,yes
41,services,married,tertiary,no,1529,yes,no,cellular,2,feb,113,8,559,0,other,no
27,blue-collar,married,tertiary,no,28,yes,no,cellular,11,jun,614,1,-1,0,other,no
38,unemployed,divorced,secondary,no,649,yes,no,cellular,11,dec,76,10,-1,0,unknown,no
56,blue-collar,married,secondary,no,5620,yes,no,cellular,4,sep,197,1,-1,1,unknown,no
54,blue-collar,married,secondary,no,376,no,no,cellular,26,jan,232,1,-1,0,unknown,no
40,services,single,secondary,no,261,yes,no,unknown,18,jul,16,2,-1,0,failure,no
40,entrepreneur,married,tertiary,no,1640,yes,yes,cellular,29,jan,190,3,-1,0,unknown,no
61,unknown,divorced,secondary,no,-666,no,no,cellular,29,jan,193,2,-1,0,unknown,no
46,management,single,secondary,no,638,yes,no,telephone,11,sep,90,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,1345,yes,no,unknown,23,jan,443,1,-1,0,unknown,yes
25,unknown,single,secondary,no,699,no,no,cellular,21,mar,705,1,350,1,unknown,no
45,management,married,primary,no,2470,no,no,cellular,19,aug,49,1,-1,0,unknown,no
50,management,single,primary,no,2290,yes,no,cellular,3,may,45,1,-1,0,unknown,no
34,management,divorced,secondary,no,443,yes,no,telephone,11,may,97,1,804,0,other,no
44,technician,married,secondary,no,1896,yes,no,cellular,11,mar,74,7,-1,1,unknown,no
37,blue-collar,married,tertiary,no,-814,no,yes,cellular,1,sep,63,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,454,no,no,cellular,31,jun,1034,2,-1,0,other,yes
18,management,single,tertiary,no,1392,no,no,unknown,19,jun,98,1,-1,0,unknown,no
38,unknown,married,tertiary,no,659,no,no,unknown,17,jan,472,4,-1,0,unknown,yes
51,blue-collar,single,secondary,no,-3329,no,no,unknown,28,may,165,3,-1,1,unknown,no
34,blue-collar,married,secondary,no,3821,yes,no,cellular,24,jan,757,3,-1,0,unknown,no
41,technician,married,secondary,no,196,yes,no,cellular,27,nov,587,10,-1,0,unknown,no
32,technician,married,secondary,no,23,yes,no,unknown,17,mar,661,3,-1,0,unknown,no
44,management,married,secondary,no,5814,yes,no,cellular,21,sep,51,1,628,0,unknown,no
38,technician,married,secondary,no,875,yes,no,telephone,6,jun,493,2,-1,3,failure,no
30,blue-collar,married,tertiary,no,235,yes,no,cellular,10,jun,140,2,-1,0,unknown,no
55,entrepreneur,married,secondary,no,502,yes,no,unknown,24,mar,167,1,-1,1,unknown,no
51,management,married,secondary,no,329,no,no,cellular,11,sep,61,5,-1,0,success,no
34,blue-collar,married,secondary,no,486,yes,no,telephone,25,jul,82,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,2688,no,no,telephone,1,jul,146,1,-1,0,unknown,no
46,blue-collar,married,primary,no,652,yes,no,cellular,10,jun,366,4,-1,1,unknown,yes
48,admin.,divorced,tertiary,no,507,yes,no,unknown,12,feb,266,3,-1,2,unknown,no
22,services,single,tertiary,no,-524,yes,no,cellular,15,sep,25,2,-1,0,unknown,no
52,services,single,primary,no,844,yes,no,cellular,23,oct,437,4,-1,0,unknown,no
34,management,divorced,primary,no,670,yes,no,unknown,25,oct,360,3,-1,1,failure,yes
37,blue-collar,married,tertiary,no,468,no,yes,cellular,22,feb,148,1,-1,0,unknown,no
70,management,divorced,tertiary,no,1661,yes,no,cellular,1,sep,674,3,624,0,unknown,no
44,unknown,married,secondary,no,164,no,no,cellular,24,nov,230,4,-1,1,unknown,no
36,self-employed,married,primary,no,2261,yes,no,cellular,30,feb,334,3,-1,0,unknown,no
18,technician,single,primary,no,909,yes,no,cellular,21,nov,264,10,-1,1,unknown,no
56,blue-collar,married,tertiary,no,181,no,no,unknown,31,may,246,2,-1,1,unknown,no
26,admin.,divorced,tertiary,no,1846,no,no,unknown,23,sep,427,1,-1,0,unknown,no
29,admin.,married,secondary,no,1149,yes,no,unknown,29,nov,4,1,397,0,unknown,no
37,management,married,secondary,no,164,no,no,unknown,5,may,669,1,651,0,unknown,no
56,student,married,unknown,no,455,no,no,cellular,31,oct,29,2,-1,2,unknown,no
49,technician,married,secondary,no,845,yes,no,unknown,12,dec,176,14,624,0,failure,no
39,student,single,tertiary,no,1539,yes,no,cellular,20,dec,18,1,275,0,unknown,no
44,unemployed,married,tertiary,no,114,yes,no,cellular,23,nov,594,1,-1,1,unknown,no
34,admin.,married,tertiary,no,1249,yes,no,unknown,24,apr,426,1,786,0,unknown,no
42,technician,married,tertiary,no,1203,yes,no,cellular,29,apr,62,2,-1,0,unknown,no
41,services,married,secondary,no,696,no,no,unknown,8,may,472,1,-1,0,unknown,no
51,blue-collar,single,secondary,no,1233,yes,no,cellular,7,aug,180,4,-1,0,unknown,no
51,services,married,tertiary,no,281,yes,no,cellular,6,jan,29,7,-1,0,unknown,no
46,management,married,secondary,no,1002,no,no,cellular,29,mar,46,1,-1,1,unknown,no
37,entrepreneur,married,secondary,no,2506,no,no,unknown,17,sep,416,2,-1,1,other,no
49,blue-collar,married,tertiary,no,770,yes,no,unknown,18,dec,668,1,-1,0,unknown,no
39,management,married,secondary,no,268,no,no,unknown,16,dec,32,1,-1,0,unknown,no
29,blue-collar,married,tertiary,no,-639,no,no,cellular,27,dec,100,2,80,0,unknown,no
36,admin.,single,tertiary,no,77,yes,no,cellular,18,jul,80,1,-1,0,unknown,no
41,technician,married,secondary,no,-124,no,yes,unknown,26,oct,148,2,-1,0,unknown,no
51,self-employed,single,secondary,no,1379,yes,no,unknown,26,dec,756,1,-1,1,unknown,no
38,entrepreneur,married,tertiary,no,-701,yes,no,cellular,26,jan,376,6,-1,0,failure,no
27,management,single,secondary,no,4264,no,no,cellular,6,mar,187,1,-1,0,unknown,no
41,technician,married,tertiary,no,1216,yes,no,cellular,11,mar,269,4,-1,0,unknown,no
42,blue-collar,married,tertiary,no,408,yes,no,cellular,18,oct,30,1,-1,1,unknown,no
43,management,married,tertiary,yes,1779,no,no,telephone,6,nov,692,3,-1,0,unknown,no
51,technician,single,primary,no,2156,no,yes,unknown,23,dec,47,1,346,1,unknown,no
52,blue-collar,married,secondary,no,811,no,no,cellular,12,apr,27,2,-1,0,failure,no
34,services,married,secondary,no,1165,no,no,cellular,26,jun,776,1,-1,1,other,no
34,management,divorced,secondary,no,2501,yes,no,cellular,22,sep,332,2,-1,0,unknown,no
29,management,married,secondary,no,1534,yes,no,cellular,17,oct,732,2,669,0,unknown,no
48,technician,married,secondary,no,1716,yes,no,cellular,16,dec,782,4,378,0,success,yes
56,unknown,married,tertiary,no,-1240,yes,no,cellular,4,sep,45,4,144,2,unknown,no
37,technician,married,tertiary,no,1828,yes,no,cellular,5,feb,80,3,-1,0,unknown,no
38,blue-collar,single,primary,no,797,no,no,cellular,11,nov,67,1,-1,0,unknown,no
57,blue-collar,married,tertiary,no,-361,yes,no,cellular,20,apr,104,1,-1,1,unknown,no
46,management,married,secondary,no,959,no,no,cellular,28,feb,90,5,-1,2,unknown,no
45,student,married,secondary,no,2156,yes,no,unknown,12,may,1057,2,-1,0,unknown,yes
27,management,single,primary,no,283,yes,no,cellular,17,sep,385,6,-1,0,unknown,no
48,unemployed,married,secondary,no,22,yes,yes,cellular,25,feb,82,3,-1,0,failure,no
30,admin.,married,tertiary,no,514,no,no,unknown,23,dec,139,7,-1,1,unknown,no
28,blue-collar,married,secondary,no,334,yes,yes,cellular,5,feb,197,1,-1,2,failure,no
37,blue-collar,married,secondary,no,-1331,yes,no,cellular,1,jul,308,5,-1,1,unknown,no
34,technician,married,secondary,no,-190,yes,no,telephone,4,mar,227,2,-1,0,unknown,no
38,management,married,tertiary,no,139,yes,no,cellular,30,jul,38,1,-1,0,unknown,no
25,admin.,single,primary,no,87,yes,no,cellular,8,sep,16,2,-1,1,unknown,no
51,technician,single,secondary,no,1462,yes,no,cellular,1,may,680,2,-1,0,unknown,yes
53,entrepreneur,married,secondary,no,423,yes,yes,telephone,23,apr,125,4,-1,0,unknown,no
19,blue-collar,single,primary,no,19,no,yes,cellular,25,jan,6,1,-1,1,unknown,no
51,blue-collar,married,secondary,no,-697,no,yes,unknown,16,dec,341,2,-1,0,unknown,no
32,unknown,single,tertiary,no,256,yes,no,unknown,6,jul,146,1,-1,1,unknown,no
50,unknown,married,tertiary,no,775,yes,no,cellular,22,dec,100,8,-1,2,unknown,no
40,admin.,married,secondary,no,456,yes,no,cellular,5,may,280,3,-1,0,unknown,no
41,blue-collar,single,tertiary,no,-2311,yes,no,telephone,10,mar,445,1,859,0,unknown,no
38,services,married,secondary,no,2150,yes,no,cellular,29,may,65,2,-1,1,unknown,no
54,services,married,tertiary,no,2356,yes,no,cellular,31,dec,190,3,-1,0,unknown,no
27,management,married,tertiary,no,1649,no,yes,cellular,29,jan,360,5,-1,0,unknown,no
47,retired,divorced,tertiary,no,2293,no,yes,cellular,19,aug,573,1,-1,1,unknown,no
53,services,married,unknown,no,1425,no,no,cellular,24,dec,505,1,635,0,unknown,no
48,unknown,single,primary,no,-2386,no,no,cellular,4,apr,80,2,-1,0,failure,no
66,student,single,secondary,no,200,yes,no,cellular,10,apr,73,1,123,0,unknown,yes
35,admin.,married,secondary,no,1642,yes,no,cellular,31,dec,101,1,-1,0,unknown,no
51,student,married,secondary,no,1141,no,no,cellular,10,mar,566,2,46,1,unknown,yes
39,admin.,single,tertiary,no,179,yes,no,unknown,22,dec,208,1,-1,0,unknown,no
54,management,married,primary,no,2459,no,no,cellular,8,jan,205,2,-1,0,unknown,no
40,management,married,secondary,no,663,no,yes,telephone,25,may,37,1,-1,0,unknown,no
36,technician,married,secondary,no,1385,yes,no,cellular,31,may,383,2,-1,1,unknown,no
55,admin.,married,primary,no,566,no,no,cellular,12,jun,324,3,-1,1,unknown,no
35,technician,single,tertiary,no,725,no,no,cellular,24,jun,387,2,-1,0,unknown,no
25,services,single,secondary,no,804,no,no,cellular,28,jul,94,1,-1,0,unknown,no
35,admin.,divorced,primary,no,364,no,no,cellular,28,sep,771,5,-1,0,unknown,no
47,blue-collar,married,primary,no,1346,yes,no,unknown,20,nov,86,7,724,0,unknown,no
56,admin.,divorced,primary,no,688,yes,no,unknown,7,sep,391,2,500,0,unknown,no
42,technician,married,secondary,no,611,yes,no,cellular,23,apr,269,1,-1,1,success,yes
55,blue-collar,married,tertiary,no,270,yes,no,unknown,19,jul,348,1,-1,0,unknown,yes
